буэнос-айрес,аргентина,буэнос-айрес	Buenos_Aires
брак,везер,нижний везер,германия,браке	Brake,_Lower_Saxony
бишофштеттен,австрия,бишофштеттен	Bischofstetten
аревалильо,испания,аревалильо	Arevalillo
вильяр-дель-педросо,испания,вильяр-дель-педросо	Villar_del_Pedroso
баньо-ди-романья,италия,баньо-ди-романья	Bagno_di_Romagna
анока,город,миннесота,соединять штат америка,сша,америка,анока	Anoka,_Minnesota
андервуд,город,миннесота,соединять штат америка,сша,америка,андервуд	Underwood,_Minnesota
альтхайм,австрия,верхний австрия,австрия,альтхайм	Altheim,_Austria
буджано,италия,буджано	Buggiano
бродзоло,италия,бродзоло	Brozolo
вроцлав,польша,вроцлав	Wrocław
билибино,россия,билибино	Bilibino
альбанчес-де-убеда,испания,альбанчес-де-убеда	Albanchez_de_Mágina
бэйпяо,китайский народный республика,китай,кнр,бэйпяо	Beipiao
вислуня,чехия,вислуни	Výsluní
валлекрозия,италия,валлекрозия	Vallecrosia
бучач,украина,бучач	Buchach
ветто,италия,ветто	Vetto
адлисвиль,швейцария,адлисвиль	Adliswil
бедфорд,виргиния,соединять штат америка,сша,америка,бедфорд	Bedford,_Virginia
вимперк,,вимперк	Vimperk
анини,индия,анини	Anini
боргосезий,италия,боргосезия	Borgosesia
висбю,швеция,висбю	Visby
алонте,италия,алонте	Alonte
аулетта,кампания,италия,аулетта	Auletta
альберуэл-де-тубо,испания,альберуэла-де-тубо	Alberuela_de_Tubo
вальмадрид,испания,вальмадрид	Valmadrid
барретт,город,миннесота,соединять штат америка,сша,америка,барретт	Barrett,_Minnesota
атцар,италия,атцара	Atzara
бухаралос,испания,бухаралос	Bujaraloz
арлон,бельгия,арлон	Arlon
аден,йемен,аден	Aden
вулвергемптон,великобритания,вулвергемптон	Wolverhampton
араусо-де-мьель,испания,араусо-де-мьель	Arauzo_de_Miel
брэила,румыния,брэила	Brăila
аир,город,,аира	Aira,_Kagoshima_(Aira)
витория-гастейс,испания,витория-гастейс	Vitoria-Gasteiz
аникщяй,литва,аникщяй	Anykščiai
бедиас,техас,соединять штат америка,сша,америка,бедиас	Bedias,_Texas
арлуно,италия,арлуно	Arluno
андон,республика корея,корея,южный корея,андон	Andong
великий мост,украина,великие мосты	Velyki_Mosty
аллюмьера,италия,аллюмьере	Allumiere
ваццол,италия,ваццола	Vazzola
вестон,италия,вестоне	Vestone
анцол-дель-эмилий,италия,анцола-дель-эмилия	Anzola_dell'Emilia
альента,италия,альенту	Aglientu
банари,италия,банари	Banari
аккуафредда,италия,аккуафредда	Acquafredda
аслор,испания,аслор	Azlor
баббитт,город,миннесота,соединять штат америка,сша,америка,баббитт	Babbitt,_Minnesota
верещагино,россия,пермский край,верещагино	Vereshchagino,_Vereshchaginsky_District,_Perm_Krai
арена-по,италия,арена-по	Arena_Po
вольфсбах,австрия,нижний австрия,австрия,вольфсбах	Wolfsbach
андрушевка,украина,андрушёвка	Andrushivka
алекнагик,аляска,,алекнагик	Aleknagik,_Alaska
барцио,италия,барцио	Barzio
айзенэрц,австрия,айзенэрц	Eisenerz
боржоми,город,грузия,боржоми	Borjomi
альтдорф,швейцария,альтдорф	Altdorf,_Switzerland
беас-де-сегура,испания,беас-де-сегура	Beas_de_Segura
балахна,россия,нижегородский область,балахна	Balakhna
беня-ларио,италия,бене-ларио	Bene_Lario
вальдерруэд,испания,леон,вальдерруэда	Valderrueda
анкува,древний город,древний,анкува	Ankuwa
альгеро,италия,альгеро	Alghero
буональберго,италия,буональберго	Buonalbergo
вильярреаль-де-уэрв,испания,вильярреаль-де-уэрва	Villarreal_de_Huerva
адауэска,испания,адауэска	Adahuesca
анрас,австрия,анрас	Anras
верделло,италия,верделло	Verdello
вилланов-д’асти,италия,вилланова-д’асти	Villanova_d'Asti
ашбах-маркт,австрия,ашбах-маркт	Aschbach-Markt
быдгощ,польша,быдгощ	Bydgoszcz
борокс,испания,борокс	Borox
бульгарограссо,италия,бульгарограссо	Bulgarograsso
альтамур,италия,альтамура	Altamura
берцано-ди-сан-пьетро,италия,берцано-ди-сан-пьетро	Berzano_di_San_Pietro
